sentence,label,idx
giảng viên giảng bài dễ hiểu .,2,1820
làm phim khó quá thầy ạ .,0,1821
em rất hài lòng về phương pháp giảng dạy của thầy ạ .,2,1822
cô wzjwz6 rất nhiệt tình .,2,1823
giảng viên rất có tâm huyết .,2,1824
tất cả các hoạt động trên lớp .,1,1825
sự tận tình đối với học viên .,2,1826
đến lớp dúng giờ !,1,1827
có một số phần giảng viên giải thích hơi khó hiểu .,0,1828
"nâng cao trang thiết bị phòng học doubledot máy chiếu , quạt .",0,1829
"khả năng truyền đạt không tốt , kiến thức chưa đạt .",0,1830
thầy vui tính và thân thiện với sinh viên .,2,1831
"giáo viên hướng dẫn thực hành đến lớp trễ , và chưa hướng dẫn sâu sắc để sinh viên dễ dàng nắm được bài .",0,1832
"giảng không hiểu , nói nhiều .",0,1833
cô rất tận tình với sinh viên .,2,1834
"thầy giảng bài tận tâm , nhiệt tình .",2,1835
"thầy dạy rất hay , hài hước trong công việc .",2,1836
"thiếu nhiệt tình , ít làm bài tập .",0,1837
"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng .",0,1838
"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào .",0,1839
"giảng viên vui vẻ , tận tình .",2,1840
thầy không dạy nhưng báo trước rất sát giờ và thầy rất hay nghỉ dạy .,0,1841
"thầy dạy hay , vui nhiều phần thầy bồ sung có tính thực tiễn cao .",2,1842
"giảng viên nhiệt tình , quan tâm đến sinh viên , hiền .",2,1843
nhiệt tình tâm huyết .,2,1844
"dùng những công nghệ phổ biến , nên tham khảo khung chương trình của khoa để biết sinh viên đã biết được những gì rồi .",0,1845
"tốt , dễ hiểu .",2,1846
thầy dạy rất dễ hiểu sinh động .,2,1847
em không thích cách giảng dạy của thầy wzjwz86 cho lắm .,0,1848
giáo viên vui vẻ .,2,1849
"cần có nhiều tài liệu để học hơn , có các trò chơi để sinh viên dễ hiểu bài hơn .",0,1850
chưa có nhiều kinh nghiệm về kiến thức .,0,1851
"cô dạy kỹ , vui tính , quan tâm sinh viên .",2,1852
đôi lúc chưa đi sâu vào vấn đề giảng dạy .,0,1853
có nhiều bài vận dụng .,2,1854
giảng viên nghỉ 3 ngày không có lý do .,0,1855
"giảng viên cung cấp đủ kiến thức cần thiết để hiểu rõ phần lý thuyết để thực hành , có các ví dụ mẫu để sinh viên tham khảo .",2,1856
chưa giúp sinh viên có thể làm việc nhóm với nhau .,0,1857
nói chung là thầy quá tuyệt luôn ạ .,2,1858
không biết .,1,1859
nội dung môn học đầy đủ .,2,1860
hướng dẫn học sinh giải bài tập tốt .,2,1861
"cảm ơn cô đã nhiệt tình hỗ trợ tụi em , giảng lại các nội dung mà thầy lý thuyết lướt qua .",2,1862
cô nói rất nhỏ .,0,1863
sử dụng máy chiếu slide ví dụ cụ thể hơn .,0,1864
không nắm vững được kiến thức môn học .,0,1865
thú vị .,2,1866
thầy dễ tính .,2,1867
"hòa đồng , thân thiện với sinh viên .",2,1868
"tận tâm , giảng dạy tốt .",2,1869
"thầy nhiệt tình , đi dạy đầy đủ , vui vẻ .",2,1870
thầy giảng rất hay .,2,1871
"đề nghị cô xem lại tài liệu giảng dạy của mình , slide nên đầu tư kỹ hơn .",0,1872
"thầy rất tận tâm , quan tâm tới sinh viên .",2,1873
vâng không có ý kiến gì thêm .,1,1874
có nhiều kiến thức mở rộng .,2,1875
"tránh tình trạng giảng viên đang dạy thì hết phấn , micro hết pin .",0,1876
"em thành thật chia sẻ , khoa nên bỏ môn học này .",0,1877
giảng viên chỉ đọc lướt qua slide bài giảng rồi giao bài tập .,0,1878
giáo viên giảng bài hơi khó hiểu và không có tài liệu tham khảo trên moodle .,0,1879
"giảng dạy nhiệt tình , luôn đổi mới nội dung .",2,1880
"đầu tư phòng lab thực hành trên thiết bị thật , có quy mô .",0,1881
hay nhiệt tình năng nổ truyền đạt dễ hiểu .,2,1882
thầy chuẩn bị bài giảng rất đầy đủ .,2,1883
"thầy rất vui tính , giảng dạy rất hay !",2,1884
cách dạy hơi khó hiểu .,0,1885
"thầy không nên cho code trước mà nên để sinh viên tự làm , như vậy sinh viên sẽ nhớ lâu hơn .",0,1886
cô tận tình .,2,1887
hay điểm danh sớm .,0,1888
hơi khó tiếp thu .,0,1889
giảng viên cho quá nhiều bài tập nhưng lại ít hướng dẫn và giải .,0,1890
thầy có thể giảng sâu hơn về trọng tâm của bài hơn một chút nữa được không ạ .,0,1891
cô quá tuyệt vời .,2,1892
nhưng thầy cũng cho thời gian hỏi lại những điều chưa hiểu .,2,1893
"phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",0,1894
giảng viên đã dạy tốt .,2,1895
"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",0,1896
thầy dạy rất hay và rất vui .,2,1897
thực hành chỉ cần sử dụng hình thức 2 .,0,1898
nên có thêm ví dụ cụ thể của giảng viên cho từng dạng toán thay vì chỉ sửa bài tập của sinh viên .,0,1899
"em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .",0,1900
lấy ví dụ từ thực tế dễ hiểu !,2,1901
"thầy nên cập nhật những kiến thức mới , thay vì vẫn sử dụng những nội dung kiến thức cũ .",0,1902
"giảng dạy tích cực , hiệu quả .",2,1903
"thầy rất vui tính , có thể do thầy trẻ nên thầy hiểu được tụi em và có phương pháp dạy khá trẻ trung và hay .",2,1904
thầy giảng dạy nhiệt tình và bổ sung những kiến thức khác cần thiết cho sinh viên .,2,1905
"thầy dạy nhiệt tình , gần gũi , vui vẻ trong buổi học .",2,1906
nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,0,1907
"cô dạy hay , tận tâm với công việc .",2,1908
thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .,0,1909
rất thân thiện .,2,1910
"cô giảng lý thuyết quá nhanh làm em và nhiều bạn khác không nắm kịp , chủ yếu là về xem lại tài liệu mới hiểu được cơ bản , còn ở trên lớp thì chỉ sơ sơ .",0,1911
hay điểm danh .,0,1912
không đúng giờ lên lớp .,0,1913
nhiệt tình tận tâm và vui vẻ .,2,1914
"các bài tập của nhóm đều tự làm , hoặc có tham khảo số liệu thống kê để phân tích thị trường nhưng lại làm tỉ lệ sao chép theo thuật toán của turnitindotcom > 30% ( theo thầy nói bài > 30 % sẽ bị 0 điểm ) .",0,1915
cần cho sinh viên làm bài tập nhiều hơn .,0,1916
thầy giảng bài khá dễ hiểu .,2,1917
"theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm , giới thiệu về các hướng phát triển phần mềm trong bộ môn này .",0,1918
"giảng viên dạy hơi nhanh , đôi lúc không bắt kịp bài .",0,1919
"giải thích rõ vấn đề , hướng dẫn rõ .",2,1920
"chất lượng giảng dạy tốt , tâm huyết nhiệt tình .",2,1921
"thầy dạy hay , dễ hiểu , có nhiều kiến thức bổ xung hay .",2,1922
đề thi cuối kỳ quá dài so với thời gian kiểm tra .,0,1923
cần có các bài tập thực tiễn hơn .,0,1924
thầy luôn đúng giờ .,2,1925
phương pháp giảng dạy của giảng viên giúp anh fraction chị hiểu được và vận dụng được kiến thức .,2,1926
"kiến thức thực hành không song song với lý thuyết , một số bài thực hành với kiến thức có khi trước cả khi được học ở lớp lý thuyết .",0,1927
cô giảng bài rất nhiệt tình !,2,1928
"đảm bảo giờ lên lớp , truyền đạt hiệu quả , tích cực .",2,1929
"nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",0,1930
nội dung thực hành và lý thuyết phải sát nhau .,0,1931
nhiệt tình giải thích cho sinh viên .,2,1932
"giảng dạy tận tình , giải đáp thắc mắc thường xuyên .",2,1933
"nhiệt tình , tâm huyết !",2,1934
thầy cô đảm bảo thời gian lên lớp .,2,1935
"máy chiếu khá mờ , âm thanh gặp nhiều vấn đề trục trặc .",0,1936
điều em hài lòng nhất đó là giảng viên nhiệt tình va luôn tạo được cảm giác hứng thú khi mà học tiếng anh .,2,1937
"giảng viên giảng dạy nhiệt tình , dễ hiểu .",2,1938
cần có các thiết bị thực hành đầy đủ .,0,1939
mấy cái khảo sát trước em tưởng một là tốt nhất nên đánh nhầm rồi ạ .,0,1940
thầy khá dễ .,2,1941
"phong cách dạy của thầy làm cho sinh viên thấy gần gũi , tạo cảm giác nắm bắt , hiểu được bài giảng tốt hơn .",2,1942
cho bài tập cụ thể .,2,1943
chỉ bảo sinh viên ở từng lỗi nhỏ .,2,1944
và có một số vấn đề thầy khó hiểu .,0,1945
"thầy dạy rất nhiệt tình , rất tâm huyết , ôn tập rất kỹ .",2,1946
"sinh viên đến lớp mà không thấy giáo viên , rồi bị đuổi về .",0,1947
"tận tâm , nhiệt tình với sinh viên .",2,1948
"lịch dạy học thay đổi liên tục , không cố định .",0,1949
cô giảng nhiệt tình .,2,1950
cho sinh viên làm nhiều bài tập từ dễ đến khó để hiểu bài .,0,1951
em thấy thầy dạy hay hơn thầy wzjwz301 hi hi .,2,1952
cần giải thêm nhiều bài tập và các đề ôn thi !,0,1953
giáo viên nên có định hướng cho sinh viên trong việc chọn đề tài nghiên cứu .,0,1954
"môn học chỉ đề cập các vấn đề chung của một ngôn ngữ hướng đối tượng đã học ở môn lập trình hướng đối tượng , lập trình windows , đa luồng , đồ họa .",0,1955
slide dễ nhìn .,2,1956
có nhiều tài liệu hay .,2,1957
thầy dạy vô cùng chán và không có tâm huyết .,0,1958
nên nâng cấp và bảo trì các phòng máy cũ thường xuyên hơn .,0,1959
thầy rất hiểu tâm lý của sinh viên .,2,1960
giảng viên nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên .,2,1961
thầy giảng còn hơi khó hiểu khó tiếp thu .,0,1962
đề thực hành quá khó .,0,1963
thầy dạy có tâm .,2,1964
"nhiều cái đọc không thể hiểu nổi , phải mở sách tiếng anh ra đọc mới hiểu .",0,1965
chưa thấy giáo viên bao giờ .,1,1966
sử dụng song ngữ nên dễ hiểu .,2,1967
"thầy ơi giảng bài tự tin lên thầy , nói nhiều khi nhỏ quá không ai nghe được .",0,1968
mang tính thực tế .,1,1969
"tập trung giảng dạy những kiến thức có ích cho chuyên ngành sau này hơn , những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua .",0,1970
dạy quá tệ .,0,1971
"giáo viên rất vui tính , niềm nở với học sinh .",2,1972
"hướng dẫn làm đồ án môn học chưa chi tiết , cảm thấy lý thuyết và thực hành không liên quan nhiều đến nhau .",0,1973
"thường xuyên vắng mặt , sinh viên đến học không có giảng viên , không rõ lý do , không có bất cứ thông báo nào trước , gây lãng phí thời gian , chi phí đi lại của sinh viên .",0,1974
phải nâng cấp phòng máy .,0,1975
"thầy dạy rất hay , cảm ơn thầy ạ .",2,1976
"phương pháp giảng dạy chưa được tốt , cần phải cụ thể hơn để cho sinh viên dễ hiểu hơn nữa .",0,1977
số buổi ôn tập còn ít .,0,1978
cô rất nhiệt tình khi chỉ và dạy .,2,1979
"thầy thường hay cho từ khóa để tăng khả năng tự học của sinh viên , giúp sinh viên có ý thức tự học suốt đời .",2,1980
rèn luyện tư duy .,2,1981
"chính vì lẽ đó , mong nhà trường có thể đòi lại quyền lợi cho sinh viên .",0,1982
seminar quá nhiều .,0,1983
"cô dạy cực kỳ nhiệt tình , hiểu tâm lý học sinh , cách giảng bài hay .",2,1984
liên hệ đến thực tiễn .,2,1985
thầy sử dụng bảng và liên tục ghi chép từ tài liệu trong khoảng 60% thời gian đứng lớp làm tiết học rất chán và buồn ngủ .,0,1986
"giảng viên dạy học cực kỳ tận tình , cô wzjwz270 có giải đề và lưu ý trước khi thi cho cả lớp , cô cũng chỉnh sửa đồ án cho những nhóm trình bày để hoàn thiện hơn đồ án của các nhóm colonsmile .",2,1987
"thưa , thầy thực sự chuyên tâm trong quá trình giảng dạy và các bài tập thầy đưa rất bổ ích , mang tính thực tiễn .",2,1988
thay đổi cách truyền đạt để môn học ít nhàm chán hơn .,0,1989
"phương pháp giảng dạy rất hay , nhiệt tình .",2,1990
"cô rất chu đáo , nhiệt tình .",2,1991
cần có bài giảng trên slide và nhiều ví dụ hơn .,0,1992
"giảng viên giảng dạy nhiệt tình , giải đáp được thắc mắc của sinh viên .",2,1993
"môn học rất khó , giảng viên nên giải nhiều bài tập trên lớp hơn .",0,1994
"giảng viên dạy cực kỳ nhiệt tình , dễ hiểu , lớp học sôi nổi , đạt hiệu quả cao .",2,1995
"giảng viên quan tâm tận tình tới sinh viên , truyền đạt hiệu quả .",2,1996
"odoo còn quá rộng , khó sử dụng , chưa hiểu hết được các chức năng cần dùng cho đồ án như pos .",0,1997
"thầy chú trọng dạy những quy ước , nguyên tắc khi code để code rõ ràng , dễ hiểu .",2,1998
"chứ như tình trạng hiện tại là môn thực hành học trước , qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học .",0,1999
dạy quá thời gian quy định .,2,2000
"giảng viên dạy dễ hiểu , vui tính .",2,2001
"thầy dạy khá nâng cao , một số tụi em học không kịp .",0,2002
sinh viên cần nhiều hơn những bài như vậy .,0,2003
thầy tận dụng tốt thời gian và truyền đạt ý tưởng cũng như niềm vui học oop .,2,2004
cần có nền tảng trước khi xây dựng cả một website .,0,2005
giảng viên dạy hay .,2,2006
thầy truyền tải đầy đủ kiến thức .,2,2007
"máy chiếu quá mờ , đề nghị thay đổi .",0,2008
"giảng viên giảng dạy dễ hiểu , cho bài tập và ví dụ hay , sát với bài .",2,2009
giảng bài kém hiệu quả .,0,2010
rất hữu ích .,2,2011
"lại dùng visual studio 2005 nên tôi xin có ý kiến về việc nâng cấp bản visual studio lên 2008 , 2010 để việc học và thi trở nên dễ dàng , hiệu quả hơn !",0,2012
"cô nhiệt tình , dạy hay , nhiều bài tập .",2,2013
chưa truyền đạt kiến thức một cách hiệu quả nhất .,0,2014
thầy vui vẻ dạy dễ hiểu .,2,2015
chất lượng phòng thực hành quá kém .,0,2016
cách dạy nhàm chán .,0,2017
"thầy đưa ra những ví dụ rất nhạy cảm , đặc biệt là đối với những bạn nữ .",0,2018
"thầy dạy hay , quan tâm học sinh , nhiệt tình .",2,2019
cô dạy có phần hơi nhanh .,0,2020
chưa nhận được sự hỗ trợ kịp thời từ giảng viên .,0,2021
giáo viên tốt và nhiều năng lượng .,2,2022
"thầy dạy dạy hay , nhiệt tình , vui vẻ .",2,2023
"giáo viên thân thiện , giảng giải dễ hiểu .",2,2024
thầy hay đi muộn .,0,2025
cách giảng dạy của thầy rất tuyệt vời rất sát với thực tế .,2,2026
"vui , nhiệt tình với sinh viên , tận tâm giúp đỡ sinh viên .",2,2027
"giảng viên dạy dễ hiểu , phát âm chuẩn và thường tương tác với sinh viên trong buổi học .",2,2028
"quan tâm đến học , giảng dạy tận tâm , dễ hiểu .",2,2029
"thầy dạy tốt , có lượng kiến thức chất lượng cho sinh viên .",2,2030
ra các dạng của đề thi !,1,2031
"thầy có tâm huyết trong việc giảng dạy , sẵn sàng giảng lại những kiến thức chưa rõ .",2,2032
môn bài tập ta thường học trong phòng với đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo khi các bạn làm đè lên phần bôi chưa sạch .,0,2033
mong cô có thể giảng dạy nội dung dễ hiểu hơn .,0,2034
đi dạy đúng giờ và bù đủ số buổi vắng .,1,2035
quan tâm đến nhiều sinh viên hơn vì trong lớp trình độ khá chênh lệch mà cũng không quá nhiều sinh viên .,0,2036
"mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng "" xào "" lại các đồ án cũ, nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên .",0,2037
cô dạy rất tâm huyết và hiệu quả .,2,2038
tuân thủ đúng giờ học .,2,2039
không có ý kiến thêm .,1,2040
buổi nào cũng muộn hơn 15 phút .,0,2041
giảng bài .,1,2042
"giảng viên rất tận tâm , nhiệt tình .",2,2043
"bỏ môn này hoặc đưa ra chương trình học đơn giản , dễ hiểu hơn cho sinh viên , nắm chắc còn hơn học nhiều mà chẳng được bao nhiêu .",0,2044
"giáo viên nên giảng bài cho học sinh , không nên ngồi để học sinh tự nghiên cứu .",0,2045
hay cho nghỉ liên tục vì đi công tác .,0,2046
thầy thân thiện vầ nhiệt tình .,2,2047
anh văn là môn học quá khó đối với em .,0,2048
cho nhiều bài tập để học tập cũng như ôn thi .,2,2049
hồ bơi bẩn .,0,2050
"thầy rất thẳng thắng trong các cuộc nói chuyện , giảng bài , điểm thi .",2,2051
còn trong bài thầy dạy hơi nâng cao nên không kịp tiến độ chương trình học .,0,2052
"dạy nhiệt tình , hướng dẫn dễ hiểu .",2,2053
tới khi đi làm thì không chuyên về lĩnh vực nào .,0,2054
có thêm các đồ án mang tính chất sáng tạo .,0,2055
thầy sử dụng tiếng anh để sinh viên làm quen tên các thiết bị .,2,2056
"giảng viên nhiệt tình , vui vẻ , giải đáp hết mọi thắc mắc sinh viên .",2,2057
nên gắn chặt hơn nữa môn học với thực tiễn .,0,2058
mặc dù không được gặp giảng viên trong học kỳ qua nhưng em cũng đã cơ bản hoàn thành được đồ án .,0,2059
bài tập về nhà quá ít .,0,2060
các phòng máy nên được cài đặt phần mềm liên quan đầy đủ hơn .,0,2061
"cô là giáo viên rất nhiệt tình với sinh viên , mong cô cứ như vậy hoài .",2,2062
"cô giáo tận tâm , nhiệt tình .",2,2063
giảng viên cho nhiều bài tập để làm .,2,2064
thầy giảng thực tế vào bài tập .,2,2065
chưa thấy rõ mục tiêu của môn học .,0,2066
thầy để tụi em tự tìm hiểu cũng là một cách hay nhưng hơi khó đối với tụi em .,0,2067
nhiều kiến thức nói nhanh và khó hiểu .,0,2068
"thầy dạy hay , cách dạy thu hút và thầy rất tâm huyết , giỏi , kiến thức sâu rộng , có phương pháp dạy khoa học , dễ hiểu .",2,2069
cập nhật giáo trình chung để giảng dạy môn học .,0,2070
cần cho slide về đọc .,0,2071
cô dạy rất nhiệt tình và chi tiết .,2,2072
cách dạy vẫn như kiểu cũ không có tính hiệu quả cao .,0,2073
"giảng viên nhiệt tình , có tâm .",2,2074
giảng viên không nhiệt tình và tận tâm .,0,2075
giải đáp thắc mắc và không bao giờ dạy hụt bài .,2,2076
chương trình học dường như quá nặng .,0,2077
nhiệt tình trong công việc .,2,2078
"thầy vào lớp trễ , kéo dài thời gian dạy học qua tiết trống , dạy không đúng với trọng tâm ra đề thi , chấm điểm cuối kỳ quá chậm .",0,2079
thầy nói rõ .,2,2080
"giảng viên khó tính , thỉnh thoảng lớn tiếng với sinh viên , không tôn trọng ý kiến của sinh viên .",0,2081
em rất hài lòng về giờ thực hành này .,2,2082
thầy thường xuyên bận việc đột xuất và báo nghỉ sát giờ .,0,2083
nên có nhiều môn học hơn .,0,2084
"thường xuyên kiểm tra kiến thức sinh viên , đảm bảo được chất lượng kiến thức môn học .",2,2085
"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",2,2086
thầy giảng dễ hiểu và quan tâm học sinh .,2,2087
giảng viên cần sử dụng thời gian trên lớp hiệu quả hơn .,0,2088
cần hiểu rõ thêm cách kết nối prolog với c .,0,2089
cô giảng bài nhanh quá colonsad .,0,2090
"giảng viên nhiệt tình với sinh viên , ví dụ sinh động dễ hiểu .",2,2091
"giảng viên giảng dạy dễ hiểu , kỹ càng , tận tâm trong giải thích và dạy học .",2,2092
"giảng viên giảng dạy rất nhiệt tình , luôn đến lớp đúng giờ , quan tâm đến việc học tập của sinh viên .",2,2093
chương trình học khá nhiều không có thời gian làm bài tập để hiểu hơn về môn học .,0,2094
nhưng mà thầy hơi nghiêm khắc và khó tính .,0,2095
"thầy dạy tận tâm , nhiệt tình , tâm huyết , vui tính .",2,2096
gửi mail mà không thấy cô trả lời .,0,2097
"cô tận tình , dạy dễ hiểu , không gây áp lực cho sinh viên .",2,2098
giảng viên nên viết bài làm nên bảng sau khi cho sinh viên nên chữa vì chữ các sinh viên nhỏ khiến các sinh viên khác không chép được bài về học .,0,2099
"giảng viên lên lớp đúng giờ , giảng viên tính tình vui vẻ .",2,2100
có thêm các tài liệu tham khảo .,0,2101
"không có , do em không có khả năng tiếp thu đối với môn này thôi .",1,2102
thường xuyên nghĩ và phải đi học bù .,0,2103
nhiệt tình với học sinh .,2,2104
không có điều không hài lòng .,1,2105
phải đầu tư thêm trang thiết bị cho phòng thực hành .,0,2106
"giáo viên rất dễ tính , dạy tận tình .",2,2107
giảng viên hài hước nhiệt tình .,2,2108
"giảng viên hay nói chậm và còn giải thích lại bằng tiếng việt , điều này không thực sự cần thiết .",0,2109
tổ chức các cuộc thi liên quan tới kỹ năng giao tiếp anh văn .,2,2110
thầy cho nhiều ví dụ hơn .,0,2111
"thầy giải đáp thắc mắc của sinh viên rất nhiệt tình , có tâm .",2,2112
giảng dạy đúng trọng tâm .,2,2113
giảng viên nhiệt huyết .,2,2114
"chấm điểm quá nhiều , chưa quá quan tâm đến việc sinh viên đã hiểu hay chưa .",0,2115
cô không cung cấp đáp án của bài tập .,0,2116
phương pháp dạy tốt .,2,2117
thiếu nhiệt tình .,0,2118
"thầy dạy rất hay , dễ hiểu .",2,2119
"vui vẻ , dễ hiểu .",2,2120
tài liệu môn học còn thiếu cập nhập .,0,2121
"thầy dạy nhiệt tình , có tâm .",2,2122
cần có giáo trình đầy đủ .,0,2123
ít thực tế .,0,2124
thầy hay up slide lên wed trường rất chậm ( thứ 3 học thì thứ 2 thầy mới up ) .,0,2125
"giảng viên tận tình , có kinh nghiệm sư phạm .",0,2126
dùng hệ thống we code .,1,2127
em thấy việc này khá bổ ích .,2,2128
"lớp học rộng rãi , giãng viên dạy nhiệt tình .",2,2129
giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .,0,2130
giảng viên cần trao đổi thêm với sinh viên thông qua website môn học .,2,2131
"giảng viên nhiệt tình , thân thiện , truyền đạt kiến thức tốt .",2,2132
cần tập trung giảng dạy những phần có liên quan đến chuyên ngành sau này hơn .,0,2133
"giảng dạy dễ hiểu , đầy đủ .",2,2134
"thầy nên giảng kỹ hơn từng dòng code , từng ký tự , câu lệnh , biến .",0,2135
"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",0,2136
thầy wzjwz107 dạy rất tốt và giúp chúng em học thêm các kỹ năng mềm .,2,2137
"bài tập quá nhiều , sinh viên làm không kịp .",0,2138
cô không nói bằng micro nên nghe rất khó .,0,2139
"thầy dễ thương colonlove dạy dễ hiểu , thầy vui tính !",2,2140
"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng .",0,2141
"chưa tạo động lực , thúc đẩy sinh viên nhiều .",0,2142
tăng cường làm bài tập trên lớp !,0,2143
cách dạy hơi khó hiểu một tí .,0,2144
rất cần cho việc phát triển sau này .,2,2145
cô giảng dạy nhiệt tình và tận tâm .,2,2146
thầy nên nói chậm lại một tí .,0,2147
kiến thức học khá vừa sức với sinh viên .,2,2148
đó là việc giáo viên vừa giảng bài vừa code cho xem dễ hiểu và hình tượng ra những gì giáo viên muốn truyền đạt !,2,2149
thầy không dạy chỉ đưa tài liệu tự tìm hiểu thôi .,0,2150
"cô dạy nhiệt tình nhưng nói qua rất nhỏ , khó nghe .",0,2151
cô giảng bài cụ thể .,2,2152
"cô dạy rất dễ hiểu , cô vui tính nữa colonbigsmile .",2,2153
"khi có nhóm lên seminar thì phải có ít nhất ba câu hỏi thì mới "" đậu "" , không cần biết câu hỏi là gì , không đủ ba câu thì phải làm lại .",0,2154
"cung cấp thêm tài liệu phục vụ môn học cho sinh viên , trình bày rõ mục tiêu bài học và sử dụng giờ lên lớp một cách hiệu quả hơn .",0,2155
lớp học cần đảm bảo số sinh viên vừa đủ .,0,2156
"cô nhiệt tình giảng dạy , vui tính , dễ chịu với sinh viên .",2,2157
"cô giảng dạy có tâm và nhiệt tình giúp đỡ sinh viên , giúp sinh viên hiểu sâu và vận dụng các vấn đề đã học vào thực tiễn .",2,2158
"cô giảng dạy nhiệt tình , dễ hiểu .",2,2159
truyền đạt tốt và dạy chậm giúp sinh viên dễ hiểu .,2,2160
trong khi thầy dạy sinh viên chỉ hiểu được vài gạch đầu dòng thì lại làm một vấn đề mà google cũng bó tay .,0,2161
em xin góp ý như thế ạ .,1,2162
chưa có sự tương tác tốt với giáo viên lý thuyết .,0,2163
"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .",2,2164
thiếu động lực để học tập .,0,2165
"tóm lại , em hoàn toàn không hài lòng về chất lượng giảng dạy của thầy .",0,2166
"thầy nên dạy thực hành chỉ cặn kẽ hơn , giúp sinh vên nắm bài tốt hơn .",0,2167
nội dung thực hành không hỗ trợ nhiều cho nội dung lý thuyết .,0,2168
"ngoài ra , nếu được , mong thầy bổ sung các hướng dẫn giải sơ bộ cho các bài tập ( như những môn học khác của thầy đứng lớp ) .",0,2169
tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,0,2170
hay và tận tình .,2,2171
phần thực hành wireshark quá mơ hồ .,0,2172
"vui vẻ , tận tâm , nhiệt huyết , nhiều kinh nghiệm .",2,2173
cách dạy hay .,2,2174
hơi có phần cá nhân nhưng tiếng của thầy hơi khó nghe .,0,2175
điểm quá trình chưa thật sự công bằng với sinh viên .,0,2176
cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .,0,2177
giọng thầy nơi hơi buồn ngủ .,0,2178
cô dạy slide về lý thuyết hơi nhanh .,0,2179
thầy nói rất rõ .,2,2180
"theo em , cần trang bị và sửa chữa máy chiếu .",0,2181
thầy không đến lớp mà khôg thông báo .,0,2182
"dạy khá nâng cao , cần phát huy để sinh viên có cơ hội được học thêm nhiều hơn .",0,2183
"nói khó nghe , dạy hơi nhanh .",0,2184
toàn đến gần thi thầy mới dạy hết chương trình học .,0,2185
giảng viên đưa ra nhiều kinh nghiệm thiết thực về các kỹ năng để áp dụng vào đời sống .,2,2186
"thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",0,2187
cần nhiều bài tập hơn nữa .,0,2188
giáo viên giảng dậy có kết hợp với các thông tin mới nhất .,2,2189
đôi lúc không vui tính .,0,2190
thêm các buổi học ngoại khoá .,0,2191
không cho vừ vựng và bài tập thêm .,0,2192
"dạy cho có , qua loa , sử dụng thời gian không hợp lý , nội dung 3 tiết dạy trong 3 phút .",0,2193
"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .",2,2194
"mong giáo viên có thể giải tham khảo đề thi các năm , hoặc các dạng câu hỏi của anh văn .",0,2195
"thầy có tích hợp vừa học vừa chơi làm cho bài học không khô khan , và cô đọng lại , rất dễ hiểu , rất tận tình .",2,2196
trước khi thi thầy dặn là đề thi có 70% trắc nghiệm nhưng thực tế lại 100% tự luận .,0,2197
"chưa sinh động , hiệu quả giảng dạy kém hữu ích .",0,2198
"truyền đạt kiến thưc tốt , dễ hiểu .",2,2199
chữ viết trên bảng đôi khi hơi khó đoán .,0,2200
khiến lớp không có hứng thú học .,0,2201
thầy rất thiếu nhiệt tình .,2,2202
"nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn .",0,2203
